name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"newcastle, england",2022-09-19,15.8,8.9,12,15.8,8.3,11.9,8.3,79.1,0.028,100,4.17,rain,0,0,14.5,8.9,300.9,1023.9,69.6,14.4,96.2,8.3,5,10,2022-09-19T06:46:02,2022-09-19T19:13:24,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-09-20,17.4,10.8,14.1,17.4,10.8,14.1,11,82.6,0.015,100,4.17,rain,0,0,18.5,12.1,273,1024.5,55.3,12.3,53.8,4.9,2,10,2022-09-20T06:47:54,2022-09-20T19:10:49,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-09-21,17.9,6.2,13.3,17.9,6.2,13.3,9.2,78.5,0,0,0,,0,0,34.9,17.9,231.7,1022.4,43.6,12.8,118.8,10.1,6,10,2022-09-21T06:49:46,2022-09-21T19:08:15,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"EGOM,03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999,EGQM"
"newcastle, england",2022-09-22,15.9,11.4,14,15.9,11.4,14,11.9,87.4,3.758,100,50,rain,0,0,25.2,15.4,229.9,1014.9,65.4,12.2,24.6,2,1,10,2022-09-22T06:51:38,2022-09-22T19:05:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-09-23,15.9,7.4,11.1,15.9,5.5,10.5,9,87.9,2.062,100,16.67,rain,0,0,22.7,14.5,282.7,1015.6,29.5,12.5,163.9,14.2,6,10,2022-09-23T06:53:31,2022-09-23T19:03:07,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-09-24,13.9,7,9.9,13.9,5.1,9.1,7.5,86.3,0.467,100,20.83,rain,0,0,28.6,20.3,352,1019.7,45.2,13.8,88,7.5,4,10,2022-09-24T06:55:23,2022-09-24T19:00:32,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-09-25,13.9,6.4,10.7,13.9,5.3,10.2,8.3,85.7,0.475,100,20.83,rain,0,0,48.4,30.7,268.5,1014.1,72.6,13.4,64.4,5.5,3,10,2022-09-25T06:57:16,2022-09-25T18:57:58,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-09-26,12.8,4.5,9.6,12.8,1.8,8.5,6,79.2,3.342,100,37.5,rain,0,0,40.7,30,309.9,999.9,40.6,12.9,101,8.6,4,10,2022-09-26T06:59:09,2022-09-26T18:55:25,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-09-27,13.3,3.9,7.8,13.3,0.4,6,4.4,80.2,2.7,100,20.83,rain,0,0,46.6,25.1,295.2,998,52.2,14.3,110.8,9.6,6,10,2022-09-27T07:01:02,2022-09-27T18:52:51,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-09-28,12.7,6,9.6,12.7,3.6,8.4,7.7,88.5,12.709,100,75,rain,0,0,31.8,25.5,323.8,999.1,58.4,13.2,84,7.3,5,10,2022-09-28T07:02:55,2022-09-28T18:50:17,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"03275099999,03227099999,03257099999,EGNT,D7177,03226099999,03243399999,03240099999,03230099999,03224099999,03238099999,EGQM,D5933"
"newcastle, england",2022-09-29,15.2,8.2,12.4,15.2,8.2,12.4,10.6,89.1,1.459,100,33.33,rain,0,0,36.3,25.2,53.5,1005.9,60.8,10,64.8,5.8,3,10,2022-09-29T07:04:49,2022-09-29T18:47:44,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03230099999,03240099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-09-30,14.6,8,10.4,14.6,6.1,9.9,9.1,92,5.196,100,37.5,rain,0,0,46.9,28.1,207.6,997.2,48.4,9.6,23.9,2.2,1,10,2022-09-30T07:06:42,2022-09-30T18:45:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-10-01,15,9.9,11.9,15,7,11.3,8.9,82.4,1.969,100,50,rain,0,0,43.2,34.1,266.7,999.2,35.4,12.6,139.5,12,6,10,2022-10-01T07:08:36,2022-10-01T18:42:39,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-10-02,14.9,8.9,11.7,14.9,6.6,11.1,8.5,81.4,0.063,100,4.17,rain,0,0,33.3,24.6,276,1016.7,24.2,12.3,104,8.8,5,10,2022-10-02T07:10:30,2022-10-02T18:40:06,0.23,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-10-03,13.9,6.9,11,13.9,6.4,10.8,8.7,86.7,0.014,100,4.17,rain,0,0,22.3,13.6,221.3,1021.6,50,13.2,40.5,3.4,2,10,2022-10-03T07:12:25,2022-10-03T18:37:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-10-04,17.9,13.4,15.3,17.9,13.4,15.3,12.1,81.5,1.957,100,50,rain,0,0,34.3,22.9,235.6,1007.5,66.2,14.7,37.6,3.1,2,10,2022-10-04T07:14:19,2022-10-04T18:35:03,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-10-05,15.8,8.9,12.2,15.8,5.7,11.7,10.1,87,8.121,100,83.33,rain,0,0,50,33.7,257.3,1001.8,51,12.6,34.1,2.9,2,10,2022-10-05T07:16:14,2022-10-05T18:32:32,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-10-06,16,9.9,13.4,16,6.4,13.3,8.9,74.4,0.379,100,20.83,rain,0,0,55,32.7,251.2,1015,58.5,12,88.5,7.6,4,10,2022-10-06T07:18:09,2022-10-06T18:30:01,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-10-07,14.8,7.8,11.8,14.8,4.6,11.1,8.2,79.3,5.721,100,50,rain,0,0,37.7,32.7,256.9,1009.5,46,12,75.4,6.4,4,10,2022-10-07T07:20:05,2022-10-07T18:27:31,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,D5933"
"newcastle, england",2022-10-08,13.9,7.9,10,13.9,4.1,8.5,6.9,82,0.352,100,12.5,rain,0,0,36,26.2,274.2,1017.6,19,12.4,117.8,10,5,10,2022-10-08T07:22:01,2022-10-08T18:25:01,0.45,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-10-09,14.5,6.1,10.9,14.5,4.6,10.3,7.3,79.5,2.133,100,20.83,rain,0,0,38.3,24.1,205.8,1011.3,25.5,12,73.5,6.3,4,10,2022-10-09T07:23:57,2022-10-09T18:22:32,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,D5933"
"newcastle, england",2022-10-10,13,7,10,13,4.2,8.3,5.8,76,0.179,100,20.83,rain,0,0,43.8,32.9,283.9,1014.3,33.6,11,120.8,10.4,5,10,2022-10-10T07:25:53,2022-10-10T18:20:04,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999,D5933"
"newcastle, england",2022-10-11,13.8,7,10,13.8,5.5,9.1,6.5,80,0,0,0,,0,0,31.6,21.6,258.1,1022.9,55.2,11.9,66,5.7,3,10,2022-10-11T07:27:50,2022-10-11T18:17:36,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-10-12,15.9,7.9,11.3,15.9,6.1,10.5,8.3,82.3,0.429,100,25,rain,0,0,31.1,25.5,236.1,1014.9,60.4,12,51.5,4.4,3,10,2022-10-12T07:29:47,2022-10-12T18:15:09,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03238099999"
"newcastle, england",2022-10-13,14.9,3,8.6,14.9,1.1,7.5,4.8,79.5,0.172,100,8.33,rain,0,0,33.5,14.7,245.8,1013.9,13.1,11.5,110.7,9.5,5,10,2022-10-13T07:31:45,2022-10-13T18:12:42,0.62,Rain,Clear conditions throughout the day with morning rain.,rain,"EGOM,03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,EGQM"
"newcastle, england",2022-10-14,14.3,4,9.9,14.3,4,9.3,7.2,84.3,4.595,100,20.83,rain,0,0,33.8,26.9,249.3,1005,32.6,11.5,83.8,7.2,4,10,2022-10-14T07:33:42,2022-10-14T18:10:16,0.65,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"EGOM,03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,EGQM"
"newcastle, england",2022-10-15,12.9,2.7,8.7,12.9,1.7,7.3,5.8,83.4,4.977,100,58.33,rain,0,0,46.9,24.9,219.4,995.3,50.7,11.5,78.5,6.9,5,10,2022-10-15T07:35:40,2022-10-15T18:07:51,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999"
"newcastle, england",2022-10-16,12.9,6.9,9.8,12.9,3.6,8.3,5.3,74.5,1.312,100,33.33,rain,0,0,59.1,37.5,255.3,1002.9,32.1,13.6,89.5,7.5,4,10,2022-10-16T07:37:39,2022-10-16T18:05:27,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"EGOM,03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,03226099999,EGQM"
"newcastle, england",2022-10-17,15.9,10.7,12.7,15.9,10.7,12.7,8.5,77.3,7.102,100,29.17,rain,0,0,59.9,36.7,234.8,1008.9,44.1,11.1,87.1,7.4,4,10,2022-10-17T07:39:37,2022-10-17T18:03:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"EGOM,03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,EGQM,03226099999"
"newcastle, england",2022-10-18,12.7,6.7,9.6,12.7,4.8,8.7,7.4,87.2,0,0,0,rain,0,0,42.5,27.7,317.8,1027.3,37,11.9,47.9,4.1,3,10,2022-10-18T07:41:36,2022-10-18T18:00:41,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"EGOM,03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,EGQM,03226099999"
"newcastle, england",2022-10-19,11.4,6.2,9.9,11.4,5.1,9.5,8,88.1,0.75,100,25,rain,0,0,39.3,21.1,114.7,1025.1,88.6,10.9,33.6,2.7,2,10,2022-10-19T07:43:36,2022-10-19T17:58:19,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999"
"newcastle, england",2022-10-20,12,11,11.6,12,11,11.6,11,96.4,16.085,100,79.17,rain,0,0,31.4,18.9,93.5,1007.6,98.1,5,7.6,0.6,0,10,2022-10-20T07:45:36,2022-10-20T17:55:59,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"EGOM,03275099999,03243399999,EGNT,D7177,03240099999,03230099999,03224099999,03238099999,EGQM,D5933"
