name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
edinburgh,2022-12-29,6.8,3,5,2.2,-2,0.5,2.5,84.2,1.846,100,50,rain,0,0,59.9,35.9,243.2,985.2,59.6,28.4,12.6,1,1,10,2022-12-29T08:44:16,2022-12-29T15:45:37,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2022-12-30,8.9,3.8,6.4,4.9,0.4,2.6,4.1,84.8,33.104,100,87.5,rain,0,0,116.4,53.2,218,981.1,76.4,17.9,6.7,0.6,1,10,2022-12-30T08:44:12,2022-12-30T15:46:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,03160099999,E8716"
edinburgh,2022-12-31,4.9,1.1,3.2,4.1,-1.6,0.8,1.5,88.5,3.786,100,58.33,rain,0,0,38,21.2,115.1,993.7,90.2,20.6,7.8,0.6,0,10,2022-12-31T08:44:04,2022-12-31T15:47:46,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999"
edinburgh,2023-01-01,4.5,2.1,3.5,4.4,-0.9,1.6,2.6,93.6,8.992,100,66.67,rain,0.1,0.1,26.8,17.7,288.4,999.4,98.7,30.4,11.5,1,1,10,2023-01-01T08:43:52,2023-01-01T15:48:56,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,03160099999,E8716"
edinburgh,2023-01-02,4,-0.6,1.5,2.5,-3.8,-1.2,-1.2,82.8,0.006,100,4.17,rain,0,0,28.4,18,233.7,1012.3,18.1,65.6,17,1.4,1,10,2023-01-02T08:43:36,2023-01-02T15:50:10,0.35,Rain,Clear conditions throughout the day with afternoon rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
edinburgh,2023-01-03,10.9,-0.7,5.9,10.9,-1.8,4.1,3.7,85.9,0.907,100,62.5,rain,0,0,35,22.9,208,1005.5,70.4,46.5,13.4,1.3,1,10,2023-01-03T08:43:15,2023-01-03T15:51:27,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999"
edinburgh,2023-01-04,11.8,5.3,9,11.8,2.4,7,6.9,86.3,5.201,100,62.5,rain,0,0,69.6,43.6,247.1,1000.1,89.4,44.7,14.2,1.3,1,10,2023-01-04T08:42:51,2023-01-04T15:52:47,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2023-01-05,10.5,5.1,7.6,10.5,1.8,5.8,5.7,88.2,4.697,100,54.17,rain,0,0,48.2,29.7,222.6,1006.9,81.9,50.8,10.2,0.9,1,10,2023-01-05T08:42:22,2023-01-05T15:54:10,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999"
edinburgh,2023-01-06,8.4,4.7,7.2,6.3,1.2,3.6,3.9,79.3,0.314,100,37.5,rain,0,0,82.1,57.4,228.6,999.7,70.5,32.5,13.6,1.1,1,10,2023-01-06T08:41:50,2023-01-06T15:55:37,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,EGPH,03155099999,E8716"
edinburgh,2023-01-07,10.4,7,8.4,10.4,3,6.5,5.5,82.8,6.741,100,79.17,rain,0,0,45.3,29.8,198.3,986.3,64.6,34.6,14.1,1.2,1,10,2023-01-07T08:41:14,2023-01-07T15:57:07,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03144099999,03158099999,E4719,03166099999,03171099999,03155099999,E8716"
